/Users/pslive1/Documents/Walk_Projext/BDL004_Goose_EyeTracking_Walk/BDL004_Goose_EyeTracking_Walk.mov,FixationNum,ProductCode,FrameNumber,StartFix(ms),EndFix(ms),Duration(ms),TimeSinceFirstCodedFixation(ms),MovieTime(HH:MM:SS.SSSSS),PORX,PORY,PupilWidth,PupilHeight,ToCut
BDL004_Goose_EyeTracking_Walk.mov,1884,fixation,30776,1027211.667,1027311.667,100,1027143.333,17:07.2,186.64,407.66,173,298,
BDL004_Goose_EyeTracking_Walk.mov,1885,fixation,30787,1027545,1027711.667,166.666667,1027510,17:07.6,213.2,453.18,149,193,
BDL004_Goose_EyeTracking_Walk.mov,1886,fixation,30795,1027811.667,1027945,133.333333,1027776.667,17:07.8,255.43,416.54,189,215,
BDL004_Goose_EyeTracking_Walk.mov,1887,fixation,30849,1028113.333,1031283.333,3170,1029580,17:09.6,222.21,451.19,189,243,
BDL004_Goose_EyeTracking_Walk.mov,1888,fixation,30903,1031416.667,1031550,133.333333,1031381.667,17:11.5,193.45,409.83,223,251,
BDL004_Goose_EyeTracking_Walk.mov,1889,fixation,30912,1031683.333,1031883.333,200,1031681.667,17:11.8,223.34,460.79,200,263,
BDL004_Goose_EyeTracking_Walk.mov,1890,fixation,30939,1031883.333,1033486.667,1603.333333,1032583.333,17:12.7,234.19,428.54,177,237,
BDL004_Goose_EyeTracking_Walk.mov,1891,fixation,30966,1033486.667,1033720,233.333333,1033485,17:13.6,250.55,441.66,112,209,
BDL004_Goose_EyeTracking_Walk.mov,1892,fixation,30975,1033720,1034086.667,366.666667,1033785,17:13.9,239.21,462.53,191,225,
BDL004_Goose_EyeTracking_Walk.mov,1893,fixation,30991,1034386.667,1034488.333,101.666667,1034318.333,17:14.4,197.76,452.55,178,238,
BDL004_Goose_EyeTracking_Walk.mov,1894,fixation,30998,1034488.333,1034855,366.666667,1034553.333,17:14.6,210.56,424.51,199,247,
BDL004_Goose_EyeTracking_Walk.mov,1895,fixation,31008,1034888.333,1035088.333,200,1034886.667,17:15.0,227.65,455.99,116,205,
BDL004_Goose_EyeTracking_Walk.mov,1896,fixation,31019,1035121.667,1035621.667,500,1035253.333,17:15.3,195.89,421.54,241,259,
BDL004_Goose_EyeTracking_Walk.mov,1897,fixation,31030,1035621.667,1035823.333,201.666667,1035620,17:15.7,170.89,374.96,224,280,
BDL004_Goose_EyeTracking_Walk.mov,1898,fixation,31049,1036323.333,1036423.333,100,1036255,17:16.3,168.91,361.77,3,90,
BDL004_Goose_EyeTracking_Walk.mov,1899,fixation,31061,1036723.333,1036823.333,100,1036655,17:16.7,408.48,363.94,135,198,
BDL004_Goose_EyeTracking_Walk.mov,1900,fixation,31071,1036956.667,1037258.333,301.666667,1036990,17:17.1,251.18,367.31,251,306,
BDL004_Goose_EyeTracking_Walk.mov,1901,fixation,31082,1037425,1037525,100,1037356.667,17:17.4,349.56,350.2,146,240,
BDL004_Goose_EyeTracking_Walk.mov,1902,fixation,31085,1037525,1037625,100,1037456.667,17:17.5,336.65,330.39,270,304,
BDL004_Goose_EyeTracking_Walk.mov,1903,fixation,31092,1037725,1037858.333,133.333333,1037690,17:17.8,283.05,282.14,275,330,
BDL004_Goose_EyeTracking_Walk.mov,1904,fixation,31096,1037858.333,1037991.667,133.333333,1037823.333,17:17.9,280.63,247.28,268,338,
BDL004_Goose_EyeTracking_Walk.mov,1905,fixation,31105,1038191.667,1038293.333,101.666667,1038123.333,17:18.2,201.13,387.15,131,272,
BDL004_Goose_EyeTracking_Walk.mov,1906,fixation,31110,1038326.667,1038493.333,166.666667,1038291.667,17:18.4,195.69,381.67,128,234,
BDL004_Goose_EyeTracking_Walk.mov,1907,fixation,31114,1038493.333,1038593.333,100,1038425,17:18.5,216.01,388.24,117,265,
BDL004_Goose_EyeTracking_Walk.mov,1908,fixation,31135,1039093.333,1039393.333,300,1039125,17:19.2,229.54,427.2,202,255,
BDL004_Goose_EyeTracking_Walk.mov,1909,fixation,31148,1039393.333,1039961.667,568.333333,1039560,17:19.6,214.53,444.52,177,240,
BDL004_Goose_EyeTracking_Walk.mov,1910,fixation,31182,1040728.333,1040896.667,168.333333,1040693.333,17:20.8,274.93,421.26,140,189,
BDL004_Goose_EyeTracking_Walk.mov,1911,fixation,31191,1041030,1041163.333,133.333333,1040995,17:21.1,221.3,422.45,244,282,
BDL004_Goose_EyeTracking_Walk.mov,1912,fixation,31197,1041196.667,1041396.667,200,1041195,17:21.3,213.87,429.62,181,260,
BDL004_Goose_EyeTracking_Walk.mov,1913,fixation,31208,1041396.667,1041930,533.333333,1041561.667,17:21.6,255.2,420.82,205,293,
BDL004_Goose_EyeTracking_Walk.mov,1914,fixation,31220,1041996.667,1042165,168.333333,1041961.667,17:22.0,271.43,394.48,178,258,
BDL004_Goose_EyeTracking_Walk.mov,1915,fixation,31234,1042231.667,1042831.667,600,1042430,17:22.5,275.92,412.13,172,265,
BDL004_Goose_EyeTracking_Walk.mov,1916,fixation,31246,1042898.333,1042998.333,100,1042830,17:22.9,323.75,402.77,256,342,
BDL004_Goose_EyeTracking_Walk.mov,1917,fixation,31258,1043298.333,1043400,101.666667,1043230,17:23.3,258.56,372.77,209,265,
BDL004_Goose_EyeTracking_Walk.mov,1918,fixation,31261,1043400,1043500,100,1043331.667,17:23.4,266.15,386.88,242,309,
BDL004_Goose_EyeTracking_Walk.mov,1919,fixation,31266,1043500,1043733.333,233.333333,1043498.333,17:23.6,278.4,380.2,197,319,
BDL004_Goose_EyeTracking_Walk.mov,1920,fixation,31274,1043733.333,1044033.333,300,1043765,17:23.8,277.58,409.38,210,302,
BDL004_Goose_EyeTracking_Walk.mov,1921,fixation,31285,1044166.667,1044300,133.333333,1044131.667,17:24.2,203.36,405.73,252,257,
BDL004_Goose_EyeTracking_Walk.mov,1922,fixation,31291,1044400,1044500,100,1044331.667,17:24.4,234.27,400.81,283,302,
BDL004_Goose_EyeTracking_Walk.mov,1923,fixation,31297,1044566.667,1044735,168.333333,1044531.667,17:24.6,198.68,432.69,186,232,
BDL004_Goose_EyeTracking_Walk.mov,1924,fixation,31315,1044768.333,1045701.667,933.333333,1045133.333,17:25.2,190.31,419.83,287,247,
BDL004_Goose_EyeTracking_Walk.mov,1925,fixation,31331,1045735,1045835,100,1045666.667,17:25.7,205.15,402.39,166,309,
BDL004_Goose_EyeTracking_Walk.mov,1926,fixation,31342,1046070,1046203.333,133.333333,1046035,17:26.1,234.28,387.87,281,280,
BDL004_Goose_EyeTracking_Walk.mov,1927,fixation,31370,1047003.333,1047136.667,133.333333,1046968.333,17:27.0,146.57,412.21,278,217,
BDL004_Goose_EyeTracking_Walk.mov,1928,fixation,31390,1047205,1048305,1100,1047636.667,17:27.7,122.27,409.16,0,0,
BDL004_Goose_EyeTracking_Walk.mov,1929,fixation,31426,1048906.667,1049006.667,100,1048838.333,17:28.9,177.65,232.17,32,42,
BDL004_Goose_EyeTracking_Walk.mov,1930,fixation,31451,1049673.333,1049908.333,235,1049673.333,17:29.7,192.92,260.64,46,49,
BDL004_Goose_EyeTracking_Walk.mov,1931,fixation,31461,1050075,1050175,100,1050006.667,17:30.1,313.67,324.28,214,214,
BDL004_Goose_EyeTracking_Walk.mov,1932,fixation,31478,1050641.667,1050741.667,100,1050573.333,17:30.6,294.4,423,121,49,
BDL004_Goose_EyeTracking_Walk.mov,1933,fixation,31497,1051276.667,1051376.667,100,1051208.333,17:31.3,198,449.51,70,0,
BDL004_Goose_EyeTracking_Walk.mov,1934,fixation,31513,1051810,1051910,100,1051741.667,17:31.8,218.49,409.42,190,190,
BDL004_Goose_EyeTracking_Walk.mov,1935,fixation,31518,1051976.667,1052076.667,100,1051908.333,17:32.0,168.67,434.4,95,169,
BDL004_Goose_EyeTracking_Walk.mov,1936,fixation,31523,1052076.667,1052278.333,201.666667,1052075,17:32.1,206.64,429.06,112,174,
BDL004_Goose_EyeTracking_Walk.mov,1937,fixation,31533,1052345,1052678.333,333.333333,1052410,17:32.5,166.96,440.05,54,103,
BDL004_Goose_EyeTracking_Walk.mov,1938,fixation,31569,1053580,1053846.667,266.666667,1053611.667,17:33.7,304.66,396.67,130,101,
BDL004_Goose_EyeTracking_Walk.mov,1939,fixation,31577,1053913.333,1054046.667,133.333333,1053878.333,17:33.9,306.46,381.66,52,38,
BDL004_Goose_EyeTracking_Walk.mov,1940,fixation,31596,1054546.667,1054680,133.333333,1054511.667,17:34.6,254.75,397.75,137,75,
BDL004_Goose_EyeTracking_Walk.mov,1941,fixation,31599,1054680,1054780,100,1054611.667,17:34.7,264,409.88,101,45,
BDL004_Goose_EyeTracking_Walk.mov,1942,fixation,31604,1054780,1054981.667,201.666667,1054780,17:34.8,267.14,388.68,132,64,
BDL004_Goose_EyeTracking_Walk.mov,1943,fixation,31611,1055048.333,1055215,166.666667,1055013.333,17:35.1,287.14,440.35,98,3,
BDL004_Goose_EyeTracking_Walk.mov,1944,fixation,31616,1055215,1055381.667,166.666667,1055180,17:35.2,275,423.17,90,27,
BDL004_Goose_EyeTracking_Walk.mov,1945,fixation,31623,1055448.333,1055615,166.666667,1055413.333,17:35.5,271.35,427.26,93,46,
BDL004_Goose_EyeTracking_Walk.mov,1946,fixation,31633,1055781.667,1055948.333,166.666667,1055746.667,17:35.8,254.03,425.83,100,34,
BDL004_Goose_EyeTracking_Walk.mov,1947,fixation,31660,1056683.333,1056816.667,133.333333,1056648.333,17:36.7,275.05,429.84,115,98,
BDL004_Goose_EyeTracking_Walk.mov,1948,fixation,31686,1057551.667,1057685,133.333333,1057516.667,17:37.6,255.72,414.91,111,72,
BDL004_Goose_EyeTracking_Walk.mov,1949,fixation,31708,1058185,1058551.667,366.666667,1058250,17:38.3,221.09,366.92,113,84,
BDL004_Goose_EyeTracking_Walk.mov,1950,fixation,31728,1058886.667,1059186.667,300,1058918.333,17:39.0,136.16,354.15,38,55,
BDL004_Goose_EyeTracking_Walk.mov,1951,fixation,31756,1059786.667,1060121.667,335,1059853.333,17:39.9,171.83,372.38,159,205,
BDL004_Goose_EyeTracking_Walk.mov,1952,fixation,31767,1060288.333,1060388.333,100,1060220,17:40.3,168.46,412.63,194,194,
BDL004_Goose_EyeTracking_Walk.mov,1953,fixation,31776,1060555,1060688.333,133.333333,1060520,17:40.6,189.66,359.69,122,168,
BDL004_Goose_EyeTracking_Walk.mov,1954,fixation,31794,1061121.667,1061323.333,201.666667,1061121.667,17:41.2,347.28,452.29,38,156,
BDL004_Goose_EyeTracking_Walk.mov,1955,fixation,31814,1061856.667,1061956.667,100,1061788.333,17:41.9,163.56,406.95,218,218,
BDL004_Goose_EyeTracking_Walk.mov,1956,fixation,31825,1062190,1062323.333,133.333333,1062155,17:42.2,319.59,410.67,123,64,
BDL004_Goose_EyeTracking_Walk.mov,1957,fixation,31843,1062791.667,1062925,133.333333,1062756.667,17:42.8,111.37,354.92,47,47,
BDL004_Goose_EyeTracking_Walk.mov,1958,fixation,31849,1062925,1063191.667,266.666667,1062956.667,17:43.0,123.61,387.78,0,0,
BDL004_Goose_EyeTracking_Walk.mov,1959,fixation,31858,1063291.667,1063425,133.333333,1063256.667,17:43.3,79.36,296.85,0,0,
BDL004_Goose_EyeTracking_Walk.mov,1960,fixation,31862,1063425,1063558.333,133.333333,1063390,17:43.5,109.22,391.95,104,197,
BDL004_Goose_EyeTracking_Walk.mov,1961,fixation,31870,1063658.333,1063893.333,235,1063656.667,17:43.7,160.96,421.33,86,214,
BDL004_Goose_EyeTracking_Walk.mov,1962,fixation,31888,1064293.333,1064460,166.666667,1064258.333,17:44.3,251.18,438.47,119,86,
BDL004_Goose_EyeTracking_Walk.mov,1963,fixation,31915,1065195,1065361.667,166.666667,1065160,17:45.2,319.72,411.85,88,24,
BDL004_Goose_EyeTracking_Walk.mov,1964,fixation,31923,1065361.667,1065728.333,366.666667,1065426.667,17:45.5,341.88,429.63,49,37,
BDL004_Goose_EyeTracking_Walk.mov,1965,fixation,31932,1065761.667,1065895,133.333333,1065726.667,17:45.8,341.25,477.34,112,91,
BDL004_Goose_EyeTracking_Walk.mov,1966,fixation,31937,1065928.333,1066061.667,133.333333,1065893.333,17:46.0,350.37,460.07,177,201,
BDL004_Goose_EyeTracking_Walk.mov,1967,fixation,31966,1066930,1067030,100,1066861.667,17:46.9,124.14,405.54,190,110,
BDL004_Goose_EyeTracking_Walk.mov,1968,fixation,31972,1067096.667,1067230,133.333333,1067061.667,17:47.1,107.14,381.27,68,63,
BDL004_Goose_EyeTracking_Walk.mov,1969,fixation,31983,1067496.667,1067598.333,101.666667,1067428.333,17:47.5,213.87,343.65,211,226,
BDL004_Goose_EyeTracking_Walk.mov,1970,fixation,31987,1067631.667,1067731.667,100,1067563.333,17:47.6,231.56,373.49,222,229,
BDL004_Goose_EyeTracking_Walk.mov,1971,fixation,31995,1067898.333,1067998.333,100,1067830,17:47.9,441.18,420.88,166,217,
BDL004_Goose_EyeTracking_Walk.mov,1972,fixation,32005,1068231.667,1068331.667,100,1068163.333,17:48.2,258.92,349.95,168,202,
BDL004_Goose_EyeTracking_Walk.mov,1973,fixation,32015,1068531.667,1068665,133.333333,1068496.667,17:48.6,142.79,406.38,42,44,
BDL004_Goose_EyeTracking_Walk.mov,1974,fixation,32030,1069066.667,1069166.667,100,1068998.333,17:49.1,82.48,287.41,80,57,
BDL004_Goose_EyeTracking_Walk.mov,1975,fixation,32035,1069233.333,1069333.333,100,1069165,17:49.2,71.86,272.34,70,53,
BDL004_Goose_EyeTracking_Walk.mov,1976,fixation,32063,1070135,1070268.333,133.333333,1070100,17:50.2,288.49,422.31,35,25,
BDL004_Goose_EyeTracking_Walk.mov,1977,fixation,32071,1070268.333,1070668.333,400,1070366.667,17:50.4,287.03,397.51,30,43,
BDL004_Goose_EyeTracking_Walk.mov,1978,fixation,32100,1071301.667,1071570,268.333333,1071335,17:51.4,341.74,232.79,51,57,
BDL004_Goose_EyeTracking_Walk.mov,1979,fixation,32147,1072905,1073105,200,1072903.333,17:53.0,142.76,397.56,60,50,
BDL004_Goose_EyeTracking_Walk.mov,1980,fixation,32158,1073305,1073438.333,133.333333,1073270,17:53.3,194.15,392.64,88,67,
BDL004_Goose_EyeTracking_Walk.mov,1981,fixation,32174,1073805,1074006.667,201.666667,1073803.333,17:53.9,235.06,398.78,143,156,
BDL004_Goose_EyeTracking_Walk.mov,1982,fixation,32181,1074106.667,1074206.667,100,1074038.333,17:54.1,230.55,328.53,238,238,
BDL004_Goose_EyeTracking_Walk.mov,1983,fixation,32187,1074273.333,1074406.667,133.333333,1074238.333,17:54.3,240.69,381.42,230,230,
BDL004_Goose_EyeTracking_Walk.mov,1984,fixation,32190,1074406.667,1074506.667,100,1074338.333,17:54.4,244.94,370.68,205,208,
BDL004_Goose_EyeTracking_Walk.mov,1985,fixation,32221,1075408.333,1075541.667,133.333333,1075373.333,17:55.4,239.16,380.49,112,104,
BDL004_Goose_EyeTracking_Walk.mov,1986,fixation,32237,1075941.667,1076075,133.333333,1075906.667,17:56.0,274.04,415.11,48,36,
BDL004_Goose_EyeTracking_Walk.mov,1987,fixation,32267,1076976.667,1077076.667,100,1076908.333,17:57.0,227.12,354.53,226,226,
BDL004_Goose_EyeTracking_Walk.mov,1988,fixation,32286,1077543.333,1077743.333,200,1077541.667,17:57.6,176.81,412.83,218,218,
BDL004_Goose_EyeTracking_Walk.mov,1989,fixation,32307,1078278.333,1078445,166.666667,1078243.333,17:58.3,253.36,458.35,94,138,
BDL004_Goose_EyeTracking_Walk.mov,1990,fixation,32313,1078445,1078678.333,233.333333,1078443.333,17:58.5,225.42,456.21,95,145,
BDL004_Goose_EyeTracking_Walk.mov,1991,fixation,32321,1078678.333,1078945,266.666667,1078710,17:58.8,237.41,451.47,91,133,
BDL004_Goose_EyeTracking_Walk.mov,1992,fixation,32334,1078945,1079546.667,601.666667,1079145,17:59.2,229.18,442.67,105,153,
BDL004_Goose_EyeTracking_Walk.mov,1993,fixation,32345,1079546.667,1079680,133.333333,1079511.667,17:59.6,225.12,413.88,50,43,
BDL004_Goose_EyeTracking_Walk.mov,1994,fixation,32352,1079780,1079946.667,166.666667,1079745,17:59.8,293.72,427.29,92,68,
BDL004_Goose_EyeTracking_Walk.mov,1995,fixation,32381,1080315,1081315,1000,1080713.333,18:00.8,392.68,469.56,92,56,
BDL004_Goose_EyeTracking_Walk.mov,1996,fixation,32404,1081515,1081650,135,1081480,18:01.5,183.6,422.58,92,78,
BDL004_Goose_EyeTracking_Walk.mov,1997,fixation,32439,1082683.333,1082816.667,133.333333,1082648.333,18:02.7,334.54,418.41,142,126,
BDL004_Goose_EyeTracking_Walk.mov,1998,fixation,32445,1082885,1083051.667,166.666667,1082850,18:02.9,434.42,466.78,150,132,
BDL004_Goose_EyeTracking_Walk.mov,1999,fixation,32455,1083051.667,1083518.333,466.666667,1083183.333,18:03.3,378.81,465.42,121,101,
BDL004_Goose_EyeTracking_Walk.mov,2000,fixation,32464,1083518.333,1083651.667,133.333333,1083483.333,18:03.6,376.23,438.95,94,46,
BDL004_Goose_EyeTracking_Walk.mov,2001,fixation,32476,1083685,1084286.667,601.666667,1083883.333,18:04.0,337.31,388.99,81,75,
BDL004_Goose_EyeTracking_Walk.mov,2002,fixation,32489,1084320,1084520,200,1084318.333,18:04.4,279.85,339.14,61,54,
BDL004_Goose_EyeTracking_Walk.mov,2003,fixation,32503,1084553.333,1085220,666.666667,1084785,18:04.9,276,299.59,62,55,
BDL004_Goose_EyeTracking_Walk.mov,2004,fixation,32519,1085386.667,1085488.333,101.666667,1085318.333,18:05.4,192.39,321.64,59,49,
BDL004_Goose_EyeTracking_Walk.mov,2005,fixation,32524,1085488.333,1085721.667,233.333333,1085486.667,18:05.6,205.25,291.24,60,63,
BDL004_Goose_EyeTracking_Walk.mov,2006,fixation,32534,1085755,1086088.333,333.333333,1085820,18:05.9,256.46,322.57,61,70,
BDL004_Goose_EyeTracking_Walk.mov,2007,fixation,32545,1086255,1086355,100,1086186.667,18:06.3,342.07,283.07,48,49,
BDL004_Goose_EyeTracking_Walk.mov,2008,fixation,32575,1086421.667,1088191.667,1770,1087188.333,18:07.3,296.12,338.38,70,75,
BDL004_Goose_EyeTracking_Walk.mov,2009,fixation,32605,1088225,1088391.667,166.666667,1088190,18:08.3,259.54,359.05,73,76,
BDL004_Goose_EyeTracking_Walk.mov,2010,fixation,32611,1088458.333,1088558.333,100,1088390,18:08.5,302.22,311.64,77,86,
BDL004_Goose_EyeTracking_Walk.mov,2011,fixation,32626,1088625,1089360,735,1088890,18:09.0,248.88,314.88,76,86,
BDL004_Goose_EyeTracking_Walk.mov,2012,fixation,32651,1089693.333,1089993.333,300,1089725,18:09.8,266.54,319.03,65,64,
BDL004_Goose_EyeTracking_Walk.mov,2013,fixation,32669,1090326.667,1090528.333,201.666667,1090325,18:10.4,185.96,313.44,67,66,
BDL004_Goose_EyeTracking_Walk.mov,2014,fixation,32675,1090528.333,1090761.667,233.333333,1090526.667,18:10.6,217.07,328.34,69,78,
BDL004_Goose_EyeTracking_Walk.mov,2015,fixation,32682,1090761.667,1090961.667,200,1090760,18:10.8,189.92,340.55,70,70,
BDL004_Goose_EyeTracking_Walk.mov,2016,fixation,32699,1091228.333,1091628.333,400,1091326.667,18:11.4,243.3,292.1,54,55,
BDL004_Goose_EyeTracking_Walk.mov,2017,fixation,32729,1091796.667,1093098.333,1301.666667,1092328.333,18:12.4,212.63,331.71,57,54,
BDL004_Goose_EyeTracking_Walk.mov,2018,fixation,32758,1093298.333,1093531.667,233.333333,1093296.667,18:13.4,325.25,293.5,46,44,
BDL004_Goose_EyeTracking_Walk.mov,2019,fixation,32769,1093598.333,1093931.667,333.333333,1093663.333,18:13.7,259.71,304.87,59,58,
BDL004_Goose_EyeTracking_Walk.mov,2020,fixation,32776,1093931.667,1094098.333,166.666667,1093896.667,18:14.0,250.48,308.06,67,66,
BDL004_Goose_EyeTracking_Walk.mov,2021,fixation,32781,1094131.667,1094231.667,100,1094063.333,18:14.1,288.16,301.99,65,57,
BDL004_Goose_EyeTracking_Walk.mov,2022,fixation,32793,1094533.333,1094633.333,100,1094465,18:14.5,124.45,334.57,57,53,
BDL004_Goose_EyeTracking_Walk.mov,2023,fixation,32796,1094633.333,1094733.333,100,1094565,18:14.6,120.07,387.82,41,50,
BDL004_Goose_EyeTracking_Walk.mov,2024,fixation,32799,1094733.333,1094833.333,100,1094665,18:14.7,143.19,264.62,44,56,
BDL004_Goose_EyeTracking_Walk.mov,2025,fixation,32810,1095066.667,1095200,133.333333,1095031.667,18:15.1,141.74,402.29,62,62,
BDL004_Goose_EyeTracking_Walk.mov,2026,fixation,32847,1096335,1096435,100,1096266.667,18:16.3,178.37,397.3,74,19,
BDL004_Goose_EyeTracking_Walk.mov,2027,fixation,32861,1096668.333,1097003.333,335,1096733.333,18:16.8,228.44,335.16,46,39,
BDL004_Goose_EyeTracking_Walk.mov,2028,fixation,32869,1097070,1097170,100,1097001.667,18:17.1,294.11,346.29,50,43,
BDL004_Goose_EyeTracking_Walk.mov,2029,fixation,32876,1097303.333,1097403.333,100,1097235,18:17.3,335.28,294.01,39,45,
BDL004_Goose_EyeTracking_Walk.mov,2030,fixation,32911,1098405,1098638.333,233.333333,1098403.333,18:18.5,254.37,288.97,69,72,
BDL004_Goose_EyeTracking_Walk.mov,2031,fixation,32918,1098671.667,1098838.333,166.666667,1098636.667,18:18.7,266.32,304.61,75,86,
BDL004_Goose_EyeTracking_Walk.mov,2032,fixation,32934,1099205,1099371.667,166.666667,1099170,18:19.2,193.74,206.31,77,76,
BDL004_Goose_EyeTracking_Walk.mov,2033,fixation,32942,1099506.667,1099606.667,100,1099438.333,18:19.5,225.78,284.47,86,88,
BDL004_Goose_EyeTracking_Walk.mov,2034,fixation,32952,1099740,1100006.667,266.666667,1099771.667,18:19.8,311.63,338.55,91,102,
BDL004_Goose_EyeTracking_Walk.mov,2035,fixation,32985,1100841.667,1101108.333,266.666667,1100873.333,18:20.9,137.73,34.02,60,71,
BDL004_Goose_EyeTracking_Walk.mov,2036,fixation,32993,1101141.667,1101375,233.333333,1101140,18:21.2,74.14,38.32,69,68,
BDL004_Goose_EyeTracking_Walk.mov,2037,fixation,33004,1101375,1101841.667,466.666667,1101506.667,18:21.6,180.85,347.14,61,72,
BDL004_Goose_EyeTracking_Walk.mov,2038,fixation,33030,1102410,1102576.667,166.666667,1102375,18:22.4,336.41,267.57,93,110,
BDL004_Goose_EyeTracking_Walk.mov,2039,fixation,33045,1102910,1103076.667,166.666667,1102875,18:22.9,345.29,250.68,97,91,
BDL004_Goose_EyeTracking_Walk.mov,2040,fixation,33051,1103143.333,1103245,101.666667,1103075,18:23.1,414.01,285.86,64,93,
BDL004_Goose_EyeTracking_Walk.mov,2041,fixation,33058,1103378.333,1103478.333,100,1103310,18:23.4,387.8,301.61,78,85,
BDL004_Goose_EyeTracking_Walk.mov,2042,fixation,33063,1103478.333,1103711.667,233.333333,1103476.667,18:23.5,354.8,292.15,60,93,
BDL004_Goose_EyeTracking_Walk.mov,2043,fixation,33071,1103745,1103945,200,1103743.333,18:23.8,364.77,333.35,60,79,
BDL004_Goose_EyeTracking_Walk.mov,2044,fixation,33085,1104245,1104411.667,166.666667,1104210,18:24.3,240.01,263.54,73,70,
BDL004_Goose_EyeTracking_Walk.mov,2045,fixation,33105,1104613.333,1105346.667,733.333333,1104878.333,18:24.9,238.69,373.92,98,105,
BDL004_Goose_EyeTracking_Walk.mov,2046,fixation,33120,1105346.667,1105613.333,266.666667,1105378.333,18:25.4,280.22,389.78,89,84,
BDL004_Goose_EyeTracking_Walk.mov,2047,fixation,33134,1105915,1106015,100,1105846.667,18:25.9,385.31,394.29,80,82,
BDL004_Goose_EyeTracking_Walk.mov,2048,fixation,33149,1106281.667,1106648.333,366.666667,1106346.667,18:26.4,233.01,378.19,105,105,
BDL004_Goose_EyeTracking_Walk.mov,2049,fixation,33176,1107183.333,1107550,366.666667,1107248.333,18:27.3,216.99,311.1,96,96,
BDL004_Goose_EyeTracking_Walk.mov,2050,fixation,33191,1107683.333,1108050,366.666667,1107748.333,18:27.8,276.44,406.15,99,94,
BDL004_Goose_EyeTracking_Walk.mov,2051,fixation,33198,1108050,1108150,100,1107981.667,18:28.1,252.18,387.33,98,105,
BDL004_Goose_EyeTracking_Walk.mov,2052,fixation,33202,1108183.333,1108283.333,100,1108115,18:28.2,225.42,357.5,94,85,
BDL004_Goose_EyeTracking_Walk.mov,2053,fixation,33220,1108418.333,1109218.333,800,1108716.667,18:28.8,136.13,356.99,84,80,
BDL004_Goose_EyeTracking_Walk.mov,2054,fixation,33236,1109318.333,1109418.333,100,1109250,18:29.3,177.55,394.71,91,91,
BDL004_Goose_EyeTracking_Walk.mov,2055,fixation,33242,1109418.333,1109686.667,268.333333,1109450,18:29.5,201.77,425.52,82,96,
BDL004_Goose_EyeTracking_Walk.mov,2056,fixation,33247,1109686.667,1109786.667,100,1109618.333,18:29.7,201.45,438.8,72,105,
BDL004_Goose_EyeTracking_Walk.mov,2057,fixation,33251,1109786.667,1109920,133.333333,1109751.667,18:29.8,239.95,405.67,96,91,
BDL004_Goose_EyeTracking_Walk.mov,2058,fixation,33261,1109986.667,1110386.667,400,1110085,18:30.2,231.8,416.13,90,90,
BDL004_Goose_EyeTracking_Walk.mov,2059,fixation,33274,1110586.667,1110686.667,100,1110518.333,18:30.6,224.25,346.33,97,94,
BDL004_Goose_EyeTracking_Walk.mov,2060,fixation,33277,1110686.667,1110786.667,100,1110618.333,18:30.7,239.12,329.24,90,85,
BDL004_Goose_EyeTracking_Walk.mov,2061,fixation,33282,1110820,1110988.333,168.333333,1110785,18:30.9,194.53,320.62,94,93,
BDL004_Goose_EyeTracking_Walk.mov,2062,fixation,33296,1111288.333,1111421.667,133.333333,1111253.333,18:31.3,402.17,276.06,82,81,
BDL004_Goose_EyeTracking_Walk.mov,2063,fixation,33326,1112323.333,1112423.333,100,1112255,18:32.3,441.29,139.16,66,66,
BDL004_Goose_EyeTracking_Walk.mov,2064,fixation,33334,1112423.333,1112856.667,433.333333,1112521.667,18:32.6,396.98,143.63,62,65,
BDL004_Goose_EyeTracking_Walk.mov,2065,fixation,33342,1112856.667,1112956.667,100,1112788.333,18:32.9,373.99,180.36,53,45,
BDL004_Goose_EyeTracking_Walk.mov,2066,fixation,33347,1113023.333,1113123.333,100,1112955,18:33.0,394.73,225.01,69,67,
BDL004_Goose_EyeTracking_Walk.mov,2067,fixation,33388,1113356.667,1115526.667,2170,1114323.333,18:34.4,202.61,281.86,55,53,
BDL004_Goose_EyeTracking_Walk.mov,2068,fixation,33440,1116128.333,1116228.333,100,1116060,18:36.1,22.8,337.26,36,39,
BDL004_Goose_EyeTracking_Walk.mov,2069,fixation,33447,1116228.333,1116561.667,333.333333,1116293.333,18:36.4,32.11,304.32,32,39,
BDL004_Goose_EyeTracking_Walk.mov,2070,fixation,33473,1117228.333,1117330,101.666667,1117160,18:37.2,180.98,318.33,55,54,
BDL004_Goose_EyeTracking_Walk.mov,2071,fixation,33478,1117330,1117563.333,233.333333,1117328.333,18:37.4,142.72,315.05,64,62,
BDL004_Goose_EyeTracking_Walk.mov,2072,fixation,33487,1117696.667,1117796.667,100,1117628.333,18:37.7,236.38,363.8,74,74,
BDL004_Goose_EyeTracking_Walk.mov,2073,fixation,33490,1117796.667,1117896.667,100,1117728.333,18:37.8,216.76,365.78,74,74,
BDL004_Goose_EyeTracking_Walk.mov,2074,fixation,33524,1118898.333,1119065,166.666667,1118863.333,18:38.9,253.3,382.89,81,90,
BDL004_Goose_EyeTracking_Walk.mov,2075,fixation,33534,1119265,1119365,100,1119196.667,18:39.3,211.01,309.8,83,86,
